지역코드,지역,조직코드,조직명,기관유형
4400000000,충청남도,2172,충남 부여군 남면보건지소,보건지소
4400000000,충청남도,2173,충남 부여군 규암보건지소,보건지소
4400000000,충청남도,2174,충남 부여군 충화보건지소,보건지소
4400000000,충청남도,2175,충남 부여군 구룡보건지소,보건지소
4400000000,충청남도,2176,충남 부여군 외산보건지소,보건지소
4400000000,충청남도,2177,충남 부여군 석성보건지소,보건지소
4400000000,충청남도,2178,충남 부여군 장암보건지소,보건지소
4400000000,충청남도,2179,충남 부여군 은산보건지소,보건지소
4400000000,충청남도,2180,충남 부여군 초촌보건지소,보건지소
4400000000,충청남도,2181,충남 부여군 세도보건지소,보건지소
4400000000,충청남도,2182,충남 부여군 홍산보건지소,보건지소
4400000000,충청남도,2183,충남 부여군 임천보건지소,보건지소
4400000000,충청남도,2184,충남 부여군 내산보건지소,보건지소
4400000000,충청남도,2185,충남 부여군 옥산보건지소,보건지소
4400000000,충청남도,2186,충남 태안군 소원보건지소,보건지소
4400000000,충청남도,2187,충남 태안군 근흥보건지소,보건지소
4400000000,충청남도,2188,충남 태안군 남면보건지소,보건지소
4400000000,충청남도,2189,충남 태안군 고남보건지소,보건지소
4400000000,충청남도,2190,충남 태안군 이원보건지소,보건지소
4400000000,충청남도,2191,충남 태안군 원북보건지소,보건지소
4500000000,전북특별자치도,2008,전북 김제시 공덕보건지소,보건지소
4500000000,전북특별자치도,2016,전북 김제시 광활보건지소,보건지소
4500000000,전북특별자치도,2012,전북 김제시 금구보건지소,보건지소
4500000000,전북특별자치도,2015,전북 김제시 금산보건지소,보건지소
4500000000,전북특별자치도,2003,전북 김제시 만경보건지소,보건지소
4500000000,전북특별자치도,2006,전북 김제시 백구보건지소,보건지소
4500000000,전북특별자치도,2013,전북 김제시 봉남보건지소,보건지소
4500000000,전북특별자치도,2007,전북 김제시 부량보건지소,보건지소
4500000000,전북특별자치도,2010,전북 김제시 성덕보건지소,보건지소
4500000000,전북특별자치도,2005,전북 김제시 용지보건지소,보건지소
4500000000,전북특별자치도,2004,전북 김제시 죽산보건지소,보건지소
4500000000,전북특별자치도,2011,전북 김제시 진봉보건지소,보건지소
4500000000,전북특별자치도,2009,전북 김제시 청하보건지소,보건지소
4500000000,전북특별자치도,2014,전북 김제시 황산보건지소,보건지소
4500000000,전북특별자치도,2002,전북 김제시보건지소,보건지소
4400000000,충청남도,2192,충남 태안군 안면보건지소,보건지소
4400000000,충청남도,2193,충남 청양군 남양보건지소,보건지소
4400000000,충청남도,2194,충남 청양군 청남보건지소,보건지소
4400000000,충청남도,2195,충남 청양군 장평보건지소,보건지소
4400000000,충청남도,2196,충남 청양군 화성보건지소,보건지소
4400000000,충청남도,2197,충남 청양군 운곡보건지소,보건지소
4400000000,충청남도,2198,충남 청양군 비봉보건지소,보건지소
4400000000,충청남도,2199,충남 청양군 대치보건지소,보건지소
4400000000,충청남도,2200,충남 청양군 목면보건지소,보건지소
4400000000,충청남도,2201,충남 청양군 정산보건지소,보건지소
4500000000,전북특별자치도,0517,전북 전주시 평화 보건 지소,보건지소
4400000000,충청남도,2202,충남 서천군 판교보건지소,보건지소
4500000000,전북특별자치도,0518,전북 진안군 안천보건지소,보건지소
4400000000,충청남도,2203,충남 서천군 화양보건지소,보건지소
4500000000,전북특별자치도,0519,전북 진안군 상전보건지소,보건지소
4400000000,충청남도,2204,충남 서천군 시초보건지소,보건지소
4500000000,전북특별자치도,0520,전북 진안군 주천보건지소,보건지소
4400000000,충청남도,2205,충남 서천군 서면보건지소,보건지소
4500000000,전북특별자치도,0521,전북 진안군 동향보건지소,보건지소
4400000000,충청남도,2206,충남 서천군 마산보건지소,보건지소
4500000000,전북특별자치도,0522,전북 진안군 백운보건지소,보건지소
4400000000,충청남도,2207,충남 서천군 문산보건지소,보건지소
4500000000,전북특별자치도,0523,전북 진안군 정천보건지소,보건지소
4400000000,충청남도,2208,충남 서천군 비인보건지소,보건지소
4500000000,전북특별자치도,0524,전북 진안군 성수보건지소,보건지소
4400000000,충청남도,2209,충남 서천군 장항보건지소,보건지소
4500000000,전북특별자치도,0525,전북 진안군 용담보건지소,보건지소
4400000000,충청남도,2210,충남 서천군 한산보건지소,보건지소
4500000000,전북특별자치도,0526,전북 진안군 부귀보건지소,보건지소
4400000000,충청남도,2211,충남 서천군 기산보건지소,보건지소
4500000000,전북특별자치도,0527,전북 진안군 마령보건지소,보건지소
4400000000,충청남도,2212,충남 계룡시 엄사면보건지소,보건지소
4500000000,전북특별자치도,0528,전북 군산시 군장산업단지보건지소,보건지소
4400000000,충청남도,2213,충남 계룡시 신도안보건지소,보건지소
4500000000,전북특별자치도,0529,전북 군산시 개야도보건지소,보건지소
4400000000,충청남도,2214,충남 천안시 동면보건지소,보건지소
4500000000,전북특별자치도,0530,전북 군산시 회현보건지소,보건지소
4400000000,충청남도,2215,충남 천안시 병천보건지소,보건지소
4500000000,전북특별자치도,0531,전북 군산시 옥산보건지소,보건지소
4400000000,충청남도,2216,충남 천안시 풍세보건지소,보건지소
4500000000,전북특별자치도,0532,전북 군산시 옥구보건지소,보건지소
4400000000,충청남도,2217,충남 천안시 수신보건지소,보건지소
4500000000,전북특별자치도,0533,전북 군산시 어청도보건지소,보건지소
4400000000,충청남도,2218,충남 천안시 북면보건지소,보건지소
4500000000,전북특별자치도,0534,전북 군산시 성산보건지소,보건지소
4400000000,충청남도,2219,충남 천안시 광덕보건지소,보건지소
4500000000,전북특별자치도,0535,전북 군산시 선유도보건지소,보건지소
4400000000,충청남도,2220,충남 천안시 성남보건지소,보건지소
4500000000,전북특별자치도,0536,전북 군산시 서수보건지소,보건지소
4400000000,충청남도,2221,충남 천안시 목천보건지소,보건지소
4500000000,전북특별자치도,0537,전북 군산시 나포보건지소,보건지소
4500000000,전북특별자치도,0538,전북 군산시 옥서통합보건지소,보건지소
4500000000,전북특별자치도,0539,전북 군산시 개정보건지소,보건지소
4500000000,전북특별자치도,0540,전북 군산시 임피보건지소,보건지소
4500000000,전북특별자치도,0541,전북 군산시 대야면보건지소,보건지소
4500000000,전북특별자치도,0542,전북 무주군 적상보건지소,보건지소
4500000000,전북특별자치도,0543,전북 무주군 부남보건지소,보건지소
4500000000,전북특별자치도,0544,전북 무주군 무풍보건지소,보건지소
4500000000,전북특별자치도,0545,전북 무주군 설천보건지소,보건지소
4500000000,전북특별자치도,0546,전북 무주군 안성보건지소,보건지소
4500000000,전북특별자치도,0547,전북 익산시 금마보건지소,보건지소
4500000000,전북특별자치도,0548,전북 익산시 삼기보건지소,보건지소
4500000000,전북특별자치도,0549,전북 익산시 웅포보건지소,보건지소
4500000000,전북특별자치도,0550,전북 익산시 왕궁보건지소,보건지소
4500000000,전북특별자치도,0551,전북 익산시 성당보건지소,보건지소
4500000000,전북특별자치도,0552,전북 익산시 함열보건지소,보건지소
4500000000,전북특별자치도,0553,전북 익산시 용동보건지소,보건지소
4500000000,전북특별자치도,0554,전북 익산시 황등보건지소,보건지소
4500000000,전북특별자치도,0555,전북 익산시 낭산보건지소,보건지소
4500000000,전북특별자치도,0556,전북 익산시 용안보건지소,보건지소
4500000000,전북특별자치도,0557,전북 익산시 여산보건지소,보건지소
4500000000,전북특별자치도,0558,전북 익산시 오산보건지소,보건지소
4500000000,전북특별자치도,0559,전북 익산시 춘포보건지소,보건지소
4500000000,전북특별자치도,0560,전북 익산시 망성보건지소,보건지소
4500000000,전북특별자치도,0561,전북 익산시 함라보건지소,보건지소
4500000000,전북특별자치도,0562,전북 장수군 계북보건지소,보건지소
4500000000,전북특별자치도,0563,전북 장수군 번암보건지소,보건지소
4500000000,전북특별자치도,0564,전북 장수군 산서보건지소,보건지소
4500000000,전북특별자치도,0565,전북 장수군 계남보건지소,보건지소
4500000000,전북특별자치도,0566,전북 장수군 천천보건지소,보건지소
4500000000,전북특별자치도,0567,전북 장수군 장계보건분소,보건지소
4500000000,전북특별자치도,0568,전북 정읍시 고부보건지소,보건지소
4500000000,전북특별자치도,0569,전북 정읍시 정우보건지소,보건지소
4500000000,전북특별자치도,0570,전북 정읍시 입암보건지소,보건지소
4500000000,전북특별자치도,0571,전북 정읍시 이평보건지소,보건지소
4500000000,전북특별자치도,0572,전북 정읍시 영원보건지소,보건지소
4500000000,전북특별자치도,0573,전북 정읍시 신태인보건지소,보건지소
4500000000,전북특별자치도,0574,전북 정읍시 산외보건지소,보건지소
4500000000,전북특별자치도,0575,전북 정읍시 산내보건지소,보건지소
4500000000,전북특별자치도,0576,전북 정읍시 북면보건지소,보건지소
4500000000,전북특별자치도,0577,전북 정읍시 덕천보건지소,보건지소
4500000000,전북특별자치도,0578,전북 정읍시 옹동보건지소,보건지소
4500000000,전북특별자치도,0579,전북 정읍시 감곡보건지소,보건지소
4500000000,전북특별자치도,0580,전북 정읍시 소성보건지소,보건지소
4500000000,전북특별자치도,0581,전북 정읍시 칠보보건지소,보건지소
4500000000,전북특별자치도,0582,전북 정읍시 태인보건지소,보건지소
4500000000,전북특별자치도,0583,전북 정읍시 샘골보건지소,보건지소
4500000000,전북특별자치도,0584,전북 임실군 운암보건지소,보건지소
4500000000,전북특별자치도,0585,전북 임실군 신평보건지소,보건지소
4500000000,전북특별자치도,0586,전북 임실군 오수보건지소,보건지소
4500000000,전북특별자치도,0587,전북 임실군 관촌보건지소,보건지소
4500000000,전북특별자치도,0588,전북 임실군 삼계보건지소,보건지소
4500000000,전북특별자치도,0589,전북 임실군 강진보건지소,보건지소
4500000000,전북특별자치도,0590,전북 임실군 신덕보건지소,보건지소
4500000000,전북특별자치도,0591,전북 임실군 청웅보건지소,보건지소
4500000000,전북특별자치도,0592,전북 임실군 지사보건지소,보건지소
4500000000,전북특별자치도,0593,전북 임실군 덕치보건지소,보건지소
4500000000,전북특별자치도,0594,전북 임실군 성수보건지소,보건지소
4500000000,전북특별자치도,1062,전북 남원시 이백면보건지소,보건지소
4500000000,전북특별자치도,1063,전북 남원시 아영면보건지소,보건지소
4500000000,전북특별자치도,1064,전북 남원시 수지면보건지소,보건지소
4500000000,전북특별자치도,1065,전북 남원시 송동면보건지소,보건지소
4500000000,전북특별자치도,1066,전북 남원시 산동면보건지소,보건지소
4500000000,전북특별자치도,1067,전북 남원시 사매면보건지소,보건지소
4500000000,전북특별자치도,1068,전북 남원시 대산면보건지소,보건지소
4500000000,전북특별자치도,1069,전북 남원시 주천면보건지소,보건지소
4500000000,전북특별자치도,1070,전북 남원시 대강면보건지소,보건지소
4500000000,전북특별자치도,1071,전북 남원시 운봉읍보건지소,보건지소
4500000000,전북특별자치도,1072,전북 남원시 산내면보건지소,보건지소
4500000000,전북특별자치도,1073,전북 남원시 금지주생통합보건지소,보건지소
4500000000,전북특별자치도,1074,전북 남원시 보절면보건지소,보건지소
4500000000,전북특별자치도,1075,전북 남원시 덕과면보건지소,보건지소
4500000000,전북특별자치도,1076,전북 남원시 인월면보건지소,보건지소
4500000000,전북특별자치도,1077,전북 순창군 풍산면보건지소,보건지소
4500000000,전북특별자치도,1078,전북 순창군 구림면보건지소,보건지소
4500000000,전북특별자치도,1079,전북 순창군 금과면보건지소,보건지소
4500000000,전북특별자치도,1080,전북 순창군 동계면보건지소,보건지소
4500000000,전북특별자치도,1081,전북 순창군 인계면보건지소,보건지소
4500000000,전북특별자치도,1082,전북 순창군 쌍치면보건지소,보건지소
4500000000,전북특별자치도,1083,전북 순창군 팔덕면보건지소,보건지소
4500000000,전북특별자치도,1084,전북 순창군 적성면보건지소,보건지소
4500000000,전북특별자치도,1085,전북 순창군 유등면보건지소,보건지소
4500000000,전북특별자치도,1086,전북 순창군 복흥면보건지소,보건지소
4500000000,전북특별자치도,1087,전북 고창군 해리통합보건지소,보건지소
4500000000,전북특별자치도,1088,전북 고창군 부안면보건지소,보건지소
4500000000,전북특별자치도,1089,전북 고창군 성송면보건지소,보건지소
4500000000,전북특별자치도,1090,전북 고창군 신림면보건지소,보건지소
4500000000,전북특별자치도,1091,전북 고창군 고수면보건지소,보건지소
4500000000,전북특별자치도,1092,전북 고창군 대산면보건지소,보건지소
4500000000,전북특별자치도,1093,전북 고창군 흥덕면보건지소,보건지소
4500000000,전북특별자치도,1094,전북 고창군 공음면보건지소,보건지소
4500000000,전북특별자치도,1095,전북 고창군 무장면보건지소,보건지소
4500000000,전북특별자치도,1096,전북 고창군 성내면보건지소,보건지소
4500000000,전북특별자치도,1097,전북 고창군 심원면보건지소,보건지소
4500000000,전북특별자치도,1098,전북 고창군 아산면보건지소,보건지소
4500000000,전북특별자치도,1283,전북 완주군 비봉보건지소,보건지소
4500000000,전북특별자치도,1284,전북 완주군 화산보건지소,보건지소
4500000000,전북특별자치도,1285,전북 완주군 용진보건지소,보건지소
4500000000,전북특별자치도,1286,전북 완주군 이서보건지소,보건지소
4500000000,전북특별자치도,1287,전북 완주군 소양보건지소,보건지소
4500000000,전북특별자치도,1288,전북 완주군 운주보건지소,보건지소
4500000000,전북특별자치도,1289,전북 완주군 상관보건지소,보건지소
4500000000,전북특별자치도,1290,전북 완주군 구이보건지소,보건지소
4500000000,전북특별자치도,1291,전북 완주군 동상보건지소,보건지소
4500000000,전북특별자치도,1292,전북 완주군 고산보건지소,보건지소
4500000000,전북특별자치도,1293,전북 완주군 봉동보건지소,보건지소
4500000000,전북특별자치도,1294,전북 완주군 경천보건지소,보건지소
4500000000,전북특별자치도,2160,전북 부안군 계화보건지소,보건지소
4500000000,전북특별자치도,2161,전북 부안군 하서보건지소,보건지소
4500000000,전북특별자치도,2162,전북 부안군 줄포보건지소,보건지소
4500000000,전북특별자치도,2163,전북 부안군 상서보건지소,보건지소
4500000000,전북특별자치도,2164,전북 부안군 주산보건지소,보건지소
4500000000,전북특별자치도,2165,전북 부안군 진서보건지소,보건지소
4500000000,전북특별자치도,2166,전북 부안군 변산보건지소,보건지소
4500000000,전북특별자치도,2167,전북 부안군 백산보건지소,보건지소
4500000000,전북특별자치도,2168,전북 부안군 위도보건지소,보건지소
4500000000,전북특별자치도,2169,전북 부안군 동진보건지소,보건지소
4500000000,전북특별자치도,2170,전북 부안군 보안보건지소,보건지소
1100000000,서울특별시,2103,강남구보건소 보건과 ,보건지소
4100000000,경기도,9742,경기 남양주시 북부보건센터,보건지소
4100000000,경기도,2132,경기 안성시 보건지소,보건지소
4100000000,경기도,9733,경기 파주시 문산광역보건지소,보건지소
4100000000,경기도,2134,경기 화성시보건지소,보건지소
4700000000,경상북도,1326,경북 김천시 감천면보건지소,보건지소
4200000000,강원특별자치도,9741,내면보건지소,보건지소
4200000000,강원특별자치도,9736,내촌보건지소,보건지소
2700000000,대구광역시,2102,대구 달서구 성서보건지소,보건지소
2700000000,대구광역시,2153,대구 달성군 주민건강증진센터,보건지소
4200000000,강원특별자치도,9735,두촌보건지소,보건지소
4200000000,강원특별자치도,9740,서면보건지소,보건지소
4200000000,강원특별자치도,9737,서석보건지소,보건지소
1100000000,서울특별시,2135,서울 서대문구 가좌보건지소,보건지소
1100000000,서울특별시,2137,서울 서초구 방배보건지소,보건지소
4200000000,강원특별자치도,9738,영귀미면보건지소,보건지소
3100000000,울산광역시,2154,울산 울주군 남부통합지소,보건지소
2800000000,인천광역시,2101,인천 계양구 장기보건지소,보건지소
4700000000,경상북도,2440,입암보건지소,보건지소
4600000000,전라남도,2147,전남 해남군 계곡면보건지소,보건지소
4600000000,전라남도,2148,전남 해남군 마산면보건지소,보건지소
4600000000,전라남도,2151,전남 해남군 문내면보건지소,보건지소
4600000000,전라남도,2145,전남 해남군 북일면보건지소,보건지소
4600000000,전라남도,2144,전남 해남군 북평면보건지소,보건지소
4600000000,전라남도,2150,전남 해남군 산이면보건지소,보건지소
4600000000,전라남도,2139,전남 해남군 삼산면보건지소,보건지소
4600000000,전라남도,2143,전남 해남군 송지면보건지소,보건지소
4600000000,전라남도,2146,전남 해남군 옥천면보건지소,보건지소
4600000000,전라남도,2142,전남 해남군 현산면보건지소,보건지소
4600000000,전라남도,2141,전남 해남군 화산면보건지소,보건지소
4600000000,전라남도,2152,전남 해남군 화원면보건지소,보건지소
4600000000,전라남도,2149,전남 해남군 황산면보건지소,보건지소
4400000000,충청남도,2104,충남 공주시 유구보건지소,보건지소
4400000000,충청남도,2114,충남 아산시 도고보건지소,보건지소
4400000000,충청남도,2110,충남 아산시 둔포보건지소,보건지소
4400000000,충청남도,2106,충남 아산시 배방보건지소,보건지소
4400000000,충청남도,2113,충남 아산시 선장보건지소,보건지소
4400000000,충청남도,2107,충남 아산시 송악보건지소,보건지소
4400000000,충청남도,2115,충남 아산시 신창보건지소,보건지소
4400000000,충청남도,2105,충남 아산시 염치보건지소,보건지소
4400000000,충청남도,2111,충남 아산시 영인보건지소,보건지소
4400000000,충청남도,2109,충남 아산시 음봉보건지소,보건지소
4400000000,충청남도,2112,충남 아산시 인주보건지소,보건지소
4400000000,충청남도,2108,충남 아산시 탕정보건지소,보건지소
4200000000,강원특별자치도,9739,홍천군 남면보건지소,보건지소
4200000000,강원특별자치도,9734,화촌보건지소,보건지소
4700000000,경상북도,1327,경북 김천시 감문면보건지소,보건지소
4600000000,전라남도,0623,전남 강진군 도암보건지소,보건지소
4700000000,경상북도,2441,청기보건지소,보건지소
4200000000,강원특별자치도,2341,강원 강릉시 강동보건지소,보건지소
4700000000,경상북도,1328,경북 김천시 대덕면보건지소,보건지소
4700000000,경상북도,2442,일월보건지소,보건지소
4600000000,전라남도,0624,전남 강진군 마량보건지소,보건지소
4700000000,경상북도,1329,경북 김천시 봉산면보건지소,보건지소
4700000000,경상북도,2443,수비보건지소,보건지소
4600000000,전라남도,0625,전남 강진군 병영보건지소,보건지소
4700000000,경상북도,1330,경북 김천시 증산면보건지소,보건지소
4700000000,경상북도,2444,석보보건지소,보건지소
4600000000,전라남도,0626,전남 강진군 칠량보건지소,보건지소
4700000000,경상북도,1331,경북 김천시 부항면보건지소,보건지소
4600000000,전라남도,0627,전남 강진군 대구보건지소,보건지소
4700000000,경상북도,1332,경북 김천시 중앙보건지소,보건지소
4600000000,전라남도,0628,전남 강진군 성전보건지소,보건지소
4700000000,경상북도,1333,경북 김천시 개령면보건지소,보건지소
4600000000,전라남도,0629,전남 강진군 군동보건지소,보건지소
4700000000,경상북도,1334,경북 김천시 남면보건지소,보건지소
4600000000,전라남도,0630,전남 강진군 작천보건지소,보건지소
4700000000,경상북도,1335,경북 김천시 아포읍보건지소,보건지소
4600000000,전라남도,0631,전남 강진군 옴천보건지소,보건지소
4700000000,경상북도,1336,경북 김천시 지례면보건지소,보건지소
4600000000,전라남도,0632,전남 강진군 신전보건지소,보건지소
4700000000,경상북도,1337,경북 김천시 어모면보건지소,보건지소
4600000000,전라남도,0633,전남 고흥군 봉래보건지소,보건지소
4700000000,경상북도,1338,경북 김천시 농소면보건지소,보건지소
4600000000,전라남도,0634,전남 고흥군 동강보건지소,보건지소
4700000000,경상북도,1339,경북 김천시 구성면보건지소,보건지소
4600000000,전라남도,0635,전남 고흥군 금산보건지소,보건지소
4700000000,경상북도,1340,경북 김천시 대항면보건지소,보건지소
4600000000,전라남도,0636,전남 고흥군 도덕보건지소,보건지소
4700000000,경상북도,1341,경북 김천시 조마면보건지소,보건지소
4600000000,전라남도,0637,전남 고흥군 영남보건지소,보건지소
4700000000,경상북도,1342,경북 포항시 구룡포보건지소,보건지소
4600000000,전라남도,0638,전남 고흥군 두원중앙보건지소,보건지소
4700000000,경상북도,1343,경북 포항시 오천읍보건지소,보건지소
4600000000,전라남도,0639,전남 고흥군 도양보건지소,보건지소
4700000000,경상북도,1344,경북 포항시 장기면보건지소,보건지소
4600000000,전라남도,0640,전남 고흥군 두원북보건지소,보건지소
4700000000,경상북도,1345,경북 포항시 호미곶면보건지소,보건지소
4600000000,전라남도,0641,전남 고흥군 풍양보건지소,보건지소
4700000000,경상북도,1346,경북 포항시 대송면보건지소,보건지소
4600000000,전라남도,0642,전남 고흥군 점암보건지소,보건지소
4700000000,경상북도,1347,경북 포항시 동해면보건지소,보건지소
4600000000,전라남도,0643,전남 고흥군 동일보건지소,보건지소
4700000000,경상북도,1348,경북 포항시 연일읍보건지소,보건지소
4600000000,전라남도,0644,전남 고흥군 과역보건지소,보건지소
4700000000,경상북도,1349,경북 포항시 죽장면보건지소,보건지소
4600000000,전라남도,0645,전남 고흥군 대서보건지소,보건지소
4700000000,경상북도,1350,경북 포항시 신광면보건지소,보건지소
4600000000,전라남도,0646,전남 고흥군 도화보건지소,보건지소
4700000000,경상북도,1351,경북 포항시 기북면보건지소,보건지소
4600000000,전라남도,0647,전남 고흥군 포두보건지소,보건지소
4700000000,경상북도,1352,경북 포항시 기계면보건지소,보건지소
4600000000,전라남도,0648,전남 고흥군 남양보건지소,보건지소
4700000000,경상북도,1353,경북 포항시 송라면보건지소,보건지소
4600000000,전라남도,0649,전남 곡성군 고달보건지소,보건지소
4700000000,경상북도,1354,경북 포항시 흥해읍보건지소,보건지소
4600000000,전라남도,0650,전남 곡성군 입면보건지소,보건지소
4700000000,경상북도,1355,경북 포항시 청하면보건지소,보건지소
4600000000,전라남도,0651,전남 곡성군 삼기보건지소,보건지소
4700000000,경상북도,1356,경북 경주시 양남보건지소,보건지소
4600000000,전라남도,0652,전남 곡성군 석곡보건지소,보건지소
4700000000,경상북도,1357,경북 경주시 문무대왕보건지소,보건지소
4600000000,전라남도,0653,전남 곡성군 오곡보건지소,보건지소
4700000000,경상북도,1358,경북 경주시 건천보건지소,보건지소
4600000000,전라남도,0654,전남 곡성군 옥과통합보건지소,보건지소
4700000000,경상북도,1359,경북 경주시 감포보건지소,보건지소
4600000000,전라남도,0655,전남 곡성군 죽곡보건지소,보건지소
4700000000,경상북도,1360,경북 경주시 안강보건지소,보건지소
4600000000,전라남도,0656,전남 곡성군 목사동보건지소,보건지소
4700000000,경상북도,1361,경북 경주시 강동보건지소,보건지소
4600000000,전라남도,0657,전남 광양시 봉강보건지소,보건지소
4700000000,경상북도,1362,경북 경주시 외동보건지소,보건지소
4600000000,전라남도,0658,전남 광양시 중마통합보건지소,보건지소
4700000000,경상북도,1363,경북 경주시 서면보건지소,보건지소
4600000000,전라남도,0659,전남 광양시 옥룡보건지소,보건지소
4700000000,경상북도,1364,경북 경주시 현곡보건지소,보건지소
4600000000,전라남도,0660,전남 광양시 다압보건지소,보건지소
4700000000,경상북도,1365,경북 경주시 천북보건지소,보건지소
4600000000,전라남도,0661,전남 광양시 도시보건지소,보건지소
4700000000,경상북도,1366,경북 경주시 내남보건지소,보건지소
4600000000,전라남도,0662,전남 광양시 진상보건지소,보건지소
4700000000,경상북도,1367,경북 경주시 산내보건지소,보건지소
4600000000,전라남도,0663,전남 광양시 진월보건지소,보건지소
4700000000,경상북도,1368,경북 구미시 고아 보건지소,보건지소
4600000000,전라남도,0664,전남 광양시 옥곡보건지소,보건지소
4700000000,경상북도,1369,경북 구미시 도개 보건지소,보건지소
4600000000,전라남도,0665,전남 구례군 토지보건지소,보건지소
4700000000,경상북도,1370,경북 구미시 옥성 보건지소,보건지소
4600000000,전라남도,0666,전남 구례군 문척보건지소,보건지소
4700000000,경상북도,1371,경북 구미시 무을 보건지소,보건지소
4600000000,전라남도,0667,전남 구례군 간전보건지소,보건지소
4700000000,경상북도,1372,경북 구미시 장천 보건지소,보건지소
4600000000,전라남도,0668,전남 구례군 광의보건지소,보건지소
4700000000,경상북도,1373,경북 구미시 산동 보건지소,보건지소
4600000000,전라남도,0669,전남 구례군 산동보건지소,보건지소
4700000000,경상북도,1374,경북 구미시 해평 보건지소,보건지소
4600000000,전라남도,0670,전남 구례군 용방보건지소,보건지소
4700000000,경상북도,1375,경북 안동시 녹전면보건지소,보건지소
4600000000,전라남도,0671,전남 구례군 마산보건지소,보건지소
4700000000,경상북도,1376,경북 안동시 일직면보건지소,보건지소
4600000000,전라남도,0672,전남 나주시 공산보건지소,보건지소
4700000000,경상북도,1377,경북 안동시 풍산읍보건지소,보건지소
4600000000,전라남도,0673,전남 나주시 반남보건지소,보건지소
4700000000,경상북도,1378,경북 안동시 도산면보건지소,보건지소
4600000000,전라남도,0674,전남 나주시 다도보건지소,보건지소
4700000000,경상북도,1379,경북 안동시 길안면보건지소,보건지소
4600000000,전라남도,0675,전남 나주시 왕곡보건지소,보건지소
4700000000,경상북도,1380,경북 안동시 임동면보건지소,보건지소
4600000000,전라남도,0676,전남 나주시 문평보건지소,보건지소
4700000000,경상북도,1381,경북 안동시 남선면보건지소,보건지소
4600000000,전라남도,0677,전남 나주시 금천보건지소,보건지소
4700000000,경상북도,1382,경북 안동시 서후면보건지소,보건지소
4600000000,전라남도,0678,전남 나주시 남평보건지소,보건지소
4700000000,경상북도,1383,경북 안동시 남후면보건지소,보건지소
4600000000,전라남도,0679,전남 나주시 다시보건지소,보건지소
4700000000,경상북도,1384,경북 안동시 북후면보건지소,보건지소
4600000000,전라남도,0680,전남 나주시 산포보건지소,보건지소
4700000000,경상북도,1385,경북 안동시 임하면보건지소,보건지소
4600000000,전라남도,0681,전남 나주시 노안보건지소,보건지소
4700000000,경상북도,1386,경북 안동시 풍천면보건지소,보건지소
4600000000,전라남도,0682,전남 나주시 중부보건지소,보건지소
4700000000,경상북도,1387,경북 안동시 와룡면보건지소,보건지소
4600000000,전라남도,0683,전남 나주시 동강보건지소,보건지소
4700000000,경상북도,1388,경북 안동시 예안면보건지소,보건지소
4600000000,전라남도,0684,전남 나주시 세지보건지소,보건지소
2700000000,대구광역시,1389,대구 군위군 우보면보건지소,보건지소
4600000000,전라남도,0685,전남 나주시 봉황보건지소,보건지소
2700000000,대구광역시,1390,대구 군위군 부계면보건지소,보건지소
4600000000,전라남도,0686,전남 담양군 봉산보건지소,보건지소
2700000000,대구광역시,1391,대구 군위군 고로면보건지소,보건지소
4600000000,전라남도,0687,전남 담양군 월산보건지소,보건지소
2700000000,대구광역시,1392,대구 군위군 효령면보건지소,보건지소
4600000000,전라남도,0688,전남 담양군 대전보건지소,보건지소
2700000000,대구광역시,1393,대구 군위군 의흥면보건지소,보건지소
4600000000,전라남도,0689,전남 담양군 창평보건지소,보건지소
2700000000,대구광역시,1394,대구 군위군 산성면보건지소,보건지소
4600000000,전라남도,0690,전남 담양군 무정보건지소,보건지소
2700000000,대구광역시,1395,대구 군위군 소보면보건지소,보건지소
4600000000,전라남도,0691,전남 담양군 대덕보건지소,보건지소
4700000000,경상북도,1396,경북 구미시 인동보건지소,보건지소
4600000000,전라남도,0692,전남 담양군 금성보건지소,보건지소
4700000000,경상북도,1397,경북 울릉군 서면보건지소,보건지소
4600000000,전라남도,0693,전남 담양군 용면보건지소,보건지소
4700000000,경상북도,1398,경북 울릉군 북면보건지소,보건지소
4600000000,전라남도,0694,전남 담양군 수북보건지소,보건지소
4700000000,경상북도,1530,경북 의성군 구천면보건지소,보건지소
4600000000,전라남도,0695,전남 담양군 고서보건지소,보건지소
4700000000,경상북도,1531,경북 의성군 금성면보건지소,보건지소
4600000000,전라남도,0696,전남 담양군 남면보건지소,보건지소
4700000000,경상북도,1532,경북 의성군 다인면보건지소,보건지소
4600000000,전라남도,0697,전남 목포시 하당보건지소,보건지소
4700000000,경상북도,1533,경북 의성군 단밀면보건지소,보건지소
4600000000,전라남도,0730,전남 무안군 망운보건지소,보건지소
4700000000,경상북도,1534,경북 의성군 단북면보건지소,보건지소
4600000000,전라남도,0731,전남 무안군 운남보건지소,보건지소
4700000000,경상북도,1535,경북 의성군 단촌면보건지소,보건지소
4600000000,전라남도,0732,전남 무안군 청계보건지소,보건지소
4700000000,경상북도,1536,경북 의성군 봉양면보건지소,보건지소
4600000000,전라남도,0733,전남 무안군 일로보건지소,보건지소
4700000000,경상북도,1537,경북 의성군 비안면보건지소,보건지소
4600000000,전라남도,0734,전남 무안군 몽탄보건지소,보건지소
